comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2,CleanName_version3,CleanTitle_version3
311850,2013-05-09,Glenn Glenn Mason,Director General,1,Glenn Glenn Mason,Director General,Glenn Glenn Mason,Director General,Glenn Glenn Mason,Director General
566054,2023-04-25,Glenn  Hargrove,Associate Deputy Minister,1,Glenn Hargrove,Associate Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
516979,2021-11-15,Glenn  Hargrove ,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
311410,2013-11-01,Glenn Hargrove,Executive Director,1,Glenn Hargrove,Executive Director,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
396533,2017-02-22,Glenn Hargrove,Director General,1,Glenn Hargrove,Director General,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
401729,2017-03-21,Glenn Hargrove,"Director General, Lumber Secretariat",1,Glenn Hargrove,"Director General, Lumber Secretariat",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
409339,2017-09-19,Glenn Hargrove,Director of Operations,1,Glenn Hargrove,Director of Operations,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
416931,2017-11-17,Glenn Hargrove,Director of Operations,1,Glenn Hargrove,Director of Operations,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
414698,2017-11-21,Glenn Hargrove,Director of Operations,1,Glenn Hargrove,Director of Operations,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
416597,2017-11-21,Glenn Hargrove,"Director of Operations, Economic and Regional Development Policy",1,Glenn Hargrove,"Director of Operations, Economic and Regional Development Policy",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
414952,2017-12-05,Glenn Hargrove,"Director of Operations, Economic and Regional Development Policy",1,Glenn Hargrove,"Director of Operations, Economic and Regional Development Policy",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
427532,2018-05-23,Glenn Hargrove,Director of Operations,1,Glenn Hargrove,Director of Operations,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
427855,2018-06-07,Glenn Hargrove,Director of Operations,1,Glenn Hargrove,Director of Operations,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
430741,2018-06-07,Glenn Hargrove,Director of Operations,1,Glenn Hargrove,Director of Operations,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
430535,2018-06-08,Glenn Hargrove,Director of Operations,1,Glenn Hargrove,Director of Operations,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
430750,2018-06-29,Glenn Hargrove,Director of Operations,1,Glenn Hargrove,Director of Operations,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
437978,2018-10-31,Glenn Hargrove,Director of Operations,1,Glenn Hargrove,Director of Operations,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
448257,2019-02-05,Glenn Hargrove,Director of Operations,1,Glenn Hargrove,Director of Operations,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
468439,2020-02-24,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
468443,2020-02-24,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
468690,2020-03-11,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
470006,2020-03-11,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
470019,2020-03-11,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
470031,2020-03-11,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
470608,2020-03-11,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
470030,2020-03-19,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
470028,2020-03-30,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
471370,2020-04-07,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
472947,2020-04-07,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
472166,2020-04-23,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
472994,2020-04-28,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
474684,2020-05-08,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
474687,2020-05-21,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
482666,2020-08-24,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
485050,2020-09-18,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
485985,2020-10-15,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
486960,2020-10-22,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
487806,2020-10-22,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",1,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
487819,2020-10-27,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",1,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
490042,2020-11-06,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
491304,2020-11-09,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",1,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
491367,2020-11-17,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
490740,2020-11-18,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
491668,2020-11-18,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
491344,2020-11-19,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
491353,2020-11-20,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",1,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
490120,2020-11-27,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
490320,2020-11-27,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
489423,2020-11-30,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
493129,2020-12-02,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
492350,2020-12-04,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
490963,2020-12-14,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
493134,2021-01-06,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
495063,2021-01-06,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
495573,2021-01-06,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
496392,2021-01-06,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",1,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
495456,2021-01-11,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
495483,2021-01-11,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
496162,2021-01-11,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
495077,2021-01-15,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
496166,2021-01-15,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
496221,2021-01-15,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
496394,2021-01-15,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",1,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
495461,2021-01-18,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
496168,2021-01-18,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
496119,2021-01-20,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
495337,2021-01-25,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
495138,2021-01-26,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
495145,2021-01-26,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
499379,2021-02-01,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
498129,2021-02-18,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
499213,2021-02-18,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
499333,2021-02-18,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
498131,2021-02-19,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
499137,2021-02-19,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
499386,2021-02-22,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
498581,2021-02-24,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",1,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
501043,2021-03-01,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
501509,2021-03-01,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
502077,2021-03-01,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
502479,2021-03-01,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
502489,2021-03-01,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
501572,2021-03-01,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",1,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
502370,2021-03-03,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
502371,2021-03-05,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
501731,2021-03-09,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
501894,2021-03-09,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
502218,2021-03-12,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
501262,2021-03-22,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
500830,2021-03-24,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
504934,2021-04-01,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",1,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
500897,2021-04-08,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
504960,2021-04-16,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",1,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
503745,2021-04-29,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
503951,2021-04-29,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
505112,2021-04-29,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
505526,2021-04-30,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
503542,2021-05-03,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
507213,2021-05-03,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
508425,2021-05-03,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
508776,2021-05-03,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
508859,2021-05-03,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",1,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment Office",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
507948,2021-05-21,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
508580,2021-05-27,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
508606,2021-05-27,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
511036,2021-06-01,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
509608,2021-06-04,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
510559,2021-06-15,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
513379,2021-08-09,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
514426,2021-10-06,Glenn Hargrove,Associate Deputy Minister,1,Glenn Hargrove,Associate Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
514427,2021-10-06,Glenn Hargrove,Associate Deputy Minister,1,Glenn Hargrove,Associate Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
515867,2021-10-15,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
517814,2021-11-04,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
515110,2021-11-05,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
518131,2021-11-05,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment",1,Glenn Hargrove,"Assistant Deputy Minister, Strategic Petroleum Policy and Investment",Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
515114,2021-11-05,Glenn Hargrove,Associate Deputy Minister,1,Glenn Hargrove,Associate Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
517623,2021-11-15,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
517666,2021-11-15,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
517990,2021-11-15,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
518257,2021-11-15,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
517158,2021-11-16,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
516887,2021-11-25,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
517724,2021-11-25,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
519089,2021-12-03,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
519505,2021-12-07,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
519323,2021-12-13,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
522953,2022-01-20,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
521781,2022-01-26,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
522983,2022-01-26,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
523008,2022-01-26,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
523229,2022-01-26,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
520674,2022-01-27,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
525857,2022-02-15,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
524367,2022-02-28,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
525855,2022-02-28,Glenn Hargrove,Assistant Deputy Minister,1,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister,Glenn Hargrove,Assistant Deputy Minister
